,sentences,words,word_meanings,predict_meaning,trues,second_trues
215,之子于归，宜【其】家人,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",。[。],0,1
216,”宜【其】家人，而后可以教国人,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",。[。],0,1
217,”宜其家人，而后可以【教】国人,教,"1、<名>教化；教育
<例句：是故学然后知不足，教然后知困。>
2、<动>教导；教诲
<例句：爱其子，择师而教之。>
3、<动>指示；指点
<例句：得无教我猎虫所耶？>
4、<动>教授；传授知识技能
<例句：十三教汝织，十四能裁衣。>
5、<动>使；令；让
<例句：曲罢曾教善才服，妆成每被秋娘妒。>
<例句：但使龙城飞将在，不教胡马度阴山。>
6、<名>教化；教育
<例句：是故学然后知不足，教然后知困。>
7、<动>教导；教诲
<例句：爱其子，择师而教之。>
8、<动>指示；指点
<例句：得无教我猎虫所耶？>
9、<动>教授；传授知识技能
<例句：十三教汝织，十四能裁衣。>
10、<动>使；令；让
<例句：曲罢曾教善才服，妆成每被秋娘妒。>
<例句：但使龙城飞将在，不教胡马度阴山。>
",<动>教导；教诲[<动>教导；教诲],0,1
218,《【诗】》云：“宜兄宜弟,诗,"1、<名>一种文学体裁；诗歌
<例句：时人伤之，为诗云尔。>
2、<名>指《诗经》
<例句：诗云：‘他人有心，予忖度之。’>
",<名>指《诗经》,1,0
219,《诗》【云】：“宜兄宜弟,云,"1、<动>说
<例句：古人云：‘死生亦大矣。’>
2、<动>有
<例句：其云益乎。>
3、<代>如此；这样
<例句：士大夫之族，曰师曰弟子云者，则群聚而笑之。>
4、<助>用于句首、句中、句末，无意义
<例句：云何吁矣>
<例句：日云莫矣。>
<例句：盖大苏泛赤壁云。>
5、<名>话
<例句：勿复有云。>
6、<名>云彩
<例句：云无心以出岫。>
7、<形>盛多的样子
<例句：天下云集响应。>
",<动>说,1,0
220,《诗》云：“宜【兄】宜弟,兄,"1、<名>哥哥
<例句：亲如弟兄。>
<例句：兄知之，勿为他人言也。>
2、<副>通“况”，更加
<例句：王兄自纵也。>
3、<连>通“况”
<例句：虽得天下，吾不生也，兄与我齐国之政也。>
",<名>哥哥,1,0
221,”宜【兄】宜弟，而后可以教国人,兄,"1、<名>哥哥
<例句：亲如弟兄。>
<例句：兄知之，勿为他人言也。>
2、<副>通“况”，更加
<例句：王兄自纵也。>
3、<连>通“况”
<例句：虽得天下，吾不生也，兄与我齐国之政也。>
",<名>哥哥,1,0
222,”宜兄宜弟，而后可以【教】国人,教,"1、<名>教化；教育
<例句：是故学然后知不足，教然后知困。>
2、<动>教导；教诲
<例句：爱其子，择师而教之。>
3、<动>指示；指点
<例句：得无教我猎虫所耶？>
4、<动>教授；传授知识技能
<例句：十三教汝织，十四能裁衣。>
5、<动>使；令；让
<例句：曲罢曾教善才服，妆成每被秋娘妒。>
<例句：但使龙城飞将在，不教胡马度阴山。>
6、<名>教化；教育
<例句：是故学然后知不足，教然后知困。>
7、<动>教导；教诲
<例句：爱其子，择师而教之。>
8、<动>指示；指点
<例句：得无教我猎虫所耶？>
9、<动>教授；传授知识技能
<例句：十三教汝织，十四能裁衣。>
10、<动>使；令；让
<例句：曲罢曾教善才服，妆成每被秋娘妒。>
<例句：但使龙城飞将在，不教胡马度阴山。>
",<动>教导；教诲[<动>教导；教诲],0,1
223,《【诗】》云：“其仪不忒，正是四国,诗,"1、<名>一种文学体裁；诗歌
<例句：时人伤之，为诗云尔。>
2、<名>指《诗经》
<例句：诗云：‘他人有心，予忖度之。’>
",<名>一种文学体裁；诗歌[<名>一种文学体裁；诗歌],0,1
224,《诗》【云】：“其仪不忒，正是四国,云,"1、<动>说
<例句：古人云：‘死生亦大矣。’>
2、<动>有
<例句：其云益乎。>
3、<代>如此；这样
<例句：士大夫之族，曰师曰弟子云者，则群聚而笑之。>
4、<助>用于句首、句中、句末，无意义
<例句：云何吁矣>
<例句：日云莫矣。>
<例句：盖大苏泛赤壁云。>
5、<名>话
<例句：勿复有云。>
6、<名>云彩
<例句：云无心以出岫。>
7、<形>盛多的样子
<例句：天下云集响应。>
",<动>说[<动>说],0,1
225,《诗》云：“【其】仪不忒，正是四国,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",。,1,0
226,《诗》云：“其【仪】不忒，正是四国,仪,"1、<名>法度；标准
<例句：抚百姓，示仪轨。>
2、<名>仪器
<例句：复造侯风地动仪。>
3、<名>外貌；外表
<例句：入门上家堂，进退无颜仪。>
4、<名>礼仪；礼节
<例句：诏府中备凶仪。>
5、<名>礼物
<例句：弟却也无以为敬，谨具贺仪五十两。>
",<名>外貌；外表[<名>外貌；外表],0,1
227,《诗》云：“其仪【不】忒，正是四国,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
","<副>没有,表存在的否定[<副>没有,表存在的否定]",0,1
228,《诗》云：“其仪不【忒】，正是四国,忒,"1、tè<动>差错
<例句：不忒者，礤所措必胜。>
2、tè<动>差错
<例句：不忒者，礤所措必胜。>
3、tè<动>差错
<例句：不忒者，礤所措必胜。>
",tè<动>差错,1,0
229,《诗》云：“其仪不忒，正是四【国】,国,"1、<名>国家
<例句：故治国无法则乱。>
2、<名>周代诸侯国以及汉以后侯王的封地
<例句：察邻国之政，无如寡人用心者。>
3、<名>国都；京都
<例句：武夫力而拘诸原，妇人暂而免诸国。>
<例句：则有去国怀乡，忧谗畏讥。>
4、<名>地方；地域
<例句：逝将去女，适彼乐国。>
",<名>周代诸侯国以及汉以后侯王的封地[<名>周代诸侯国以及汉以后侯王的封地],0,1
230,”【其】为父子兄弟足法，而后民法之也,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",。[。],0,1
231,”其为父子兄弟足【法】，而后民法之也,法,"1、<名>法令；法律；制度
<例句：故治国无法则乱。>
2、<名>标准；法则；规律
<例句：是故君子动而世为为天下道，行而世为天下法，言而世为天下则。>
<例句：此物能寒，法当较今尤茂>
3、<名>方法；做法
<例句：凡用兵之法，全国为上。>
<例句：古法采草药多用二、八月。>
4、<动>效法；仿效
<例句：是以圣人不期修古，不法常可。>
<例句：非不贤也，为其不可得而法。>
5、<名>佛教的道理
<例句：听法还应难。>
",<名>标准；法则；规律[<名>标准；法则；规律],0,1
232,”其为父子兄弟足法，而后【民】法之也,民,"1、<名>古指奴隶，泛指庶民百姓
<例句：古者有四民：有士民，有商民，有农民，有工民。>
2、<名>人
<例句：上古之世，……民食果蓏蜯蛤，腥臊恶臭而伤腹胃，民多疾病。>
",<名>古指奴隶，泛指庶民百姓,1,0
233,”其为父子兄弟足法，而后民法【之】也,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
","指示代词，表近指。可译为""这""，通常作复指性定语。",1,0
234,此谓治国在齐【其】家,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
","的""。[的""。]",0,1
