,sentences,words,meanings,labels
767,“于乎不显，文王之德之纯！”盖曰文【王】之所以为文也，纯亦不已,王,"1、<名>帝王；君主
<例句：先王之所以为法者，何也?>
2、<名>秦汉以后帝王称皇帝，“王”成为封爵最高一级
<例句：王侯将相，宁有种乎。>
3、<动>朝见王
<例句：莫敢不来王。>
4、<动>称王；统治天下
<例句：沛公欲王关中。>
5、<名使动>封……为王；拥戴……为王
<例句：先破秦入咸阳者王之。>
6、<名>帝王；君主
<例句：先王之所以为法者，何也?>
7、<名>秦汉以后帝王称皇帝，“王”成为封爵最高一级
<例句：王侯将相，宁有种乎。>
8、<动>朝见王
<例句：莫敢不来王。>
9、<动>称王；统治天下
<例句：沛公欲王关中。>
10、<名使动>封……为王；拥戴……为王
<例句：先破秦入咸阳者王之。>
",1
768,“于乎不显，文王之德之纯！”盖曰文王【之】所以为文也，纯亦不已,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",2
769,“于乎不显，文王之德之纯！”盖曰文王之【所】以为文也，纯亦不已,所,"1、经常放在动词前，同动词结合，组成""所""字结构。""所""字结构是名词性短语，表示""所……的人""、""所……的事物""、""所……的情况""等。
<例句：于众人广坐之中，不宜有所过，今公子故过之。>
<例句：故余虽愚，卒获有所闻。>
<例句：余在患难中，间以诗记所遭。>
2、""所""和动词结合，后面再有名词性结构，则所字结构起定语的作用。
<例句：夜则以兵围所寓舍。>
<例句：臣所过屠者朱亥，此子贤者，世莫能知，故隐屠闻耳。>
3、在有些句子中，""为""和""所""呼应，组成""为……所……""的格式，表示被动。
<例句：贾家庄几为巡徼所陵迫死。>
<例句：嬴闻如姬父为人所杀。>
4、表示原因的。
<例句：亲贤臣，远小人，此先汉所以兴隆也；亲小人，远贤臣，此后汉所以倾颓也。>
<例句：吾所以为此者，以先国家之急而后私仇也。>
<例句：臣所以去亲戚而事君者，徒慕君之高义也。>
<例句：所以遣将守关者，备他盗之出入与非常也。>
5、表示手段或凭借的。
<例句：吾所以待侯生者备矣，……>
<例句：师者，所以传道受业解惑也。>
6、【所谓】所说的。
<例句：此所谓战胜于朝廷。>
<例句：非吾所谓传其道解其惑者也。>
7、到处。
<例句：石之铿然有声音者，所在皆是也。>
8、所在之处，处所。
<例句：原来有这等一个所在，且回衙去>
<例句：急趋之，折过墙隅，迷其所在。>
",5
770,“于乎不显，文王之德之纯！”盖曰文王之所【以】为文也，纯亦不已,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",8
771,“于乎不显，文王之德之纯！”盖曰文王之所以【为】文也，纯亦不已,为,"1、做。
<例句：谁为大王为此计者。>
<例句：为之，则难者亦易矣；不为，则易者亦难矣。>
2、成为。
<例句：吾令人望其气，皆为龙虎，成五采。>
3、担任。
<例句：陈胜、吴广皆次当行，为屯长。>
<例句：公为都御史，与太监某守辽东。>
4、是，算是。
<例句：如今人方为刀俎，我为鱼肉。>
<例句：中峨冠而多髯者为东坡。>
<例句：若止印三二本，未为简易。>
5、通""谓""。可译为""说""。
<例句：孔子不能决也，两小儿笑曰：“孰为汝多知乎！”>
6、表被动。
<例句：吾属今为之虏矣。>
<例句：身客死于秦，为天下笑。>
<例句：焦仲卿妻刘氏，为促卿母所遣。>
7、给，替。
<例句：疱丁为文惠君解牛。>
<例句：旦日飨士卒，为击破沛公军！>
<例句：此人一一为具言所闻。（介词后面省略宾语""之""，""为之具言所闻""即给桃花园中的人详细地说出所听说的事情。>
8、向，对。
<例句：如姬为公子泣。>
<例句：媪之送燕后也，持其踵为之泣。>
9、因为。
<例句：百姓之不见保，为不用恩焉。>
<例句：盘庚不为怨者故改其度。>
10、语气词：位于句尾，表疑问、感叹、反诘，可译为""呢""。
<例句：何故怀瑾握瑜，而自令见放为？>
<例句：何辞为？>
11、介词：位于名词前，指某一事物通过某种目的成为另一种专有事物，可译为“作为”。
<例句：吕不韦乃以五百金与子楚，为进用，结宾客。>
",4
772,“于乎不显，文王之德之纯！”盖曰文王之所以为【文】也，纯亦不已,文,"1、<名>线条交错的图形；花纹
<例句：纹>
<例句：荆有长松文梓楩楠豫章。>
2、<形>华美；有文彩的
<例句：黄金千斤，文车二驷，服剑一。>
3、<名>文章
<例句：醉能同其乐，醒能述以文者，太守也。>
4、<名>文字
<例句：独其文犹可识。>
5、<名>非军事的，与“武”相对
<例句：文武并用，垂拱而治。>
6、<动>在身上刺花纹，叫“文身”
<例句：越人断发文身。>
7、<名>文化；文教
<例句：文王既没，文不在兹乎？>
8、<量>用于旧时的铜钱，古称铜钱一枚为一文
<例句：在市铜价，八十一文得铜一斤，私造薄钱，斤馀二百。>
9、<动>修饰；掩盖
<例句：小人之过也必文。>
<例句：文过饰非>
10、<名>规定、仪式
<例句：仪者必又曰：省去繁文末节，则一岁可以再郊。>
<例句：繁文缛节>
11、<名>线条交错的图形；花纹
<例句：纹>
<例句：荆有长松文梓楩楠豫章。>
12、<形>华美；有文彩的
<例句：黄金千斤，文车二驷，服剑一。>
13、<名>文章
<例句：醉能同其乐，醒能述以文者，太守也。>
14、<名>文字
<例句：独其文犹可识。>
15、<名>非军事的，与“武”相对
<例句：文武并用，垂拱而治。>
16、<动>在身上刺花纹，叫“文身”
<例句：越人断发文身。>
17、<名>文化；文教
<例句：文王既没，文不在兹乎？>
18、<量>用于旧时的铜钱，古称铜钱一枚为一文
<例句：在市铜价，八十一文得铜一斤，私造薄钱，斤馀二百。>
19、<动>修饰；掩盖
<例句：小人之过也必文。>
<例句：文过饰非>
20、<名>规定、仪式
<例句：仪者必又曰：省去繁文末节，则一岁可以再郊。>
<例句：繁文缛节>
",7
773,“于乎不显，文王之德之纯！”盖曰文王之所以为文【也】，纯亦不已,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",1
774,“于乎不显，文王之德之纯！”盖曰文王之所以为文也，纯【亦】不已,亦,"1、<副>表示两者同样，可译为“也”、“也是”
<例句：四十、五十而无闻焉，斯亦不足畏也已。>
2、<副>在疑问句中表测度语气，不译
<例句：岁亦无恙耶？>
3、<副>确实
<例句：狼亦黠矣，而顷刻两毙。>
4、<副>用在复合句下一分句之首，表示转折，可译为“也”、“也还”
<例句：及花既谢，亦可告无罪于主人矣。>
",1
775,“于乎不显，文王之德之纯！”盖曰文王之所以为文也，纯亦【不】已,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",1
776,“于乎不显，文王之德之纯！”盖曰文王之所以为文也，纯亦不【已】,已,"1、<动>停止
<例句：死而后已，不亦远乎？>
<例句：学不可以已。>
2、<动>完毕；完了
<例句：剑斩虞常已。>
3、<动>治愈；消除
<例句：可以已大风、挛踠、瘘、疠。>
4、<动>罢了；算了
<例句：诸君无意则已，诸君而有意，瞻予马首可也。>
5、<副>已经
<例句：舟已行矣，而剑不行。>
<例句：汉皆已得楚乎？>
6、<副>随后；随即
<例句：庭中始为篱，已为墙，凡再变矣。>
7、<副>太；过于
<例句：死而湮没不足道者，亦已众矣。>
8、<介>通“以”
<例句：上>
<例句：下>
<例句：东>
<例句：西>
<例句：五代时始印五经，已后典籍皆为板本。>
9、<助>同“矣”
<例句：有如周公之才之美，使骄且吝，其余不足观也已。>
",1
