句子,字,释义,例子,正确选项（填序号）：,,
,,,<例句：是时以大中丞抚吴者为魏之私人……>,,,
,,2、起提宾作用，"把"。,<例句：秦亦不以城予赵，赵亦终不予秦璧。>,,,
,,3、表示动作、行为产生的原因，可译为"因""由于"。,<例句：且以一璧之故逆强秦之欢，不可。>,,,
,,,<例句：时操军兼以饥疫，死者大半。>,,,
,,4、引进动作、行为发生的时间和处所，用法同"于"。可译为"在""从"。,<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>,,,
,,,<例句：今以长沙豫章往，水道多绝，难行。>,,,
,,5、表示动作、行为的对象，用法同"与"，可译为"和""跟"，有时可译为"率领"。,<例句：天下有变，王割汉中以楚和。>,,,
,,,<例句：（公子）欲以客往赴秦军，与赵俱死。>,,,
,,6、，可译为''而""又""而且""并且"等，或者省去。,<例句：夫夷以近，则游者众……>,,,
,,7、表示承接关系，"以"前的动作行为，往往是后一动作行为的手段或方式。可译为"而"或省去。,<例句：余与四人拥火以入。>,,,
,,8、表示目的关系，"以"后的动作行为，往往是前一动作行为的目的或结果。可译为"而""来""用来""以致"等。,<例句：作《师说》以贻之。>,,,
,,,<例句：敛赀财以送其行。>,,,
,,,<例句：不宜妄自菲薄……以塞忠谏之路也。>,,,
,,9、表示因果关系，常用在表原因的分句前，可译为''因为"。,<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>,,,
,,,<例句：古人……以其求思之深而无不在也。>,,,
,,10、复音虚词"以是""是以"，相当于"因此"，引出事理发展或推断的结果。,<例句：以是人多以书假余，余因得遍观群书。>,,,
,,,<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>,,,
,,,<例句：是以十九年而刀刃若新发于硎。>,,,
子曰：“无忧者，其惟文王乎！以【王】季为父，以武王为子，父作之，子述之,王,1、<名>帝王；君主,<例句：先王之所以为法者，何也?>,1,,
,,2、<名>秦汉以后帝王称皇帝，“王”成为封爵最高一级,<例句：王侯将相，宁有种乎。>,,,
,,3、<动>朝见王,<例句：莫敢不来王。>,,,
,,4、<动>称王；统治天下,<例句：沛公欲王关中。>,,,
,,5、<名使动>封……为王；拥戴……为王,<例句：先破秦入咸阳者王之。>,,,
,,6、<名>帝王；君主,<例句：先王之所以为法者，何也?>,,,
,,7、<名>秦汉以后帝王称皇帝，“王”成为封爵最高一级,<例句：王侯将相，宁有种乎。>,,,
,,8、<动>朝见王,<例句：莫敢不来王。>,,,
,,9、<动>称王；统治天下,<例句：沛公欲王关中。>,,,
,,10、<名使动>封……为王；拥戴……为王,<例句：先破秦入咸阳者王之。>,,,
子曰：“无忧者，其惟文王乎！以王【季】为父，以武王为子，父作之，子述之,季,1、<形>年少的；年幼的,<例句：谁其尸之？有齐季女。>,0,,
,,2、<名>古以伯（孟）、仲、叔、季排行,<例句：楚左尹项伯者，项羽季父也。>,,,
,,3、<名>泛指弟弟,<例句：群季俊秀，皆为惠连。>,,,
,,4、<名>一个朝代或一个时代的末期,<例句：杌陧之象，视清季有加。>,,,
,,5、<形>修饰春夏秋冬四季，指该季节的最后一个月,<例句：季冬讲武，习射御。>,,,
子曰：“无忧者，其惟文王乎！以王季【为】父，以武王为子，父作之，子述之,为,1、做。,<例句：谁为大王为此计者。>,11,,
,,,<例句：为之，则难者亦易矣；不为，则易者亦难矣。>,,,
,,2、成为。,<例句：吾令人望其气，皆为龙虎，成五采。>,,,
,,3、担任。,<例句：陈胜、吴广皆次当行，为屯长。>,,,
,,,<例句：公为都御史，与太监某守辽东。>,,,
,,4、是，算是。,<例句：如今人方为刀俎，我为鱼肉。>,,,
,,,<例句：中峨冠而多髯者为东坡。>,,,
,,,<例句：若止印三二本，未为简易。>,,,
,,5、通"谓"。可译为"说"。,<例句：孔子不能决也，两小儿笑曰：“孰为汝多知乎！”>,,,
,,6、表被动。,<例句：吾属今为之虏矣。>,,,
,,,<例句：身客死于秦，为天下笑。>,,,
,,,<例句：焦仲卿妻刘氏，为促卿母所遣。>,,,
,,7、给，替。,<例句：疱丁为文惠君解牛。>,,,
,,,<例句：旦日飨士卒，为击破沛公军！>,,,
,,,<例句：此人一一为具言所闻。（介词后面省略宾语"之"，"为之具言所闻"即给桃花园中的人详细地说出所听说的事情。>,,,
,,8、向，对。,<例句：如姬为公子泣。>,,,
,,,<例句：媪之送燕后也，持其踵为之泣。>,,,
,,9、因为。,<例句：百姓之不见保，为不用恩焉。>,,,
,,,<例句：盘庚不为怨者故改其度。>,,,
,,10、语气词：位于句尾，表疑问、感叹、反诘，可译为"呢"。,<例句：何故怀瑾握瑜，而自令见放为？>,,,
,,,<例句：何辞为？>,,,
,,11、介词：位于名词前，指某一事物通过某种目的成为另一种专有事物，可译为“作为”。,<例句：吕不韦乃以五百金与子楚，为进用，结宾客。>,,,
子曰：“无忧者，其惟文王乎！以王季为【父】，以武王为子，父作之，子述之,父,1、<名>父亲,<例句：父子妻子不相见。>,1,,
,,2、<名>对男性长辈的通称,<例句：楚左尹项伯者，项羽季父也。>,,,
,,,<例句：迨诸父异爨，内外多置小门。>,,,
,,3、<名>从事某种职业或劳动的男子,<例句：渔父见而问之。>,,,
,,4、<名>古代对男子的美称,<例句：昔尼父之在陈兮，有‘归与’之叹音。>,,,
,,,<例句：长乐王回深父，余弟安国平、安上纯父。>,,,
,,5、<名>父亲,<例句：父子妻子不相见。>,,,
,,6、<名>对男性长辈的通称,<例句：楚左尹项伯者，项羽季父也。>,,,
,,,<例句：迨诸父异爨，内外多置小门。>,,,
,,7、<名>从事某种职业或劳动的男子,<例句：渔父见而问之。>,,,
,,8、<名>古代对男子的美称,<例句：昔尼父之在陈兮，有‘归与’之叹音。>,,,
,,,<例句：长乐王回深父，余弟安国平、安上纯父。>,,,
子曰：“无忧者，其惟文王乎！以王季为父，【以】武王为子，父作之，子述之,以,1、……身份"等。,<例句：以故法为其国与此同。>,2,,
,,,<例句：愿以十五城请易璧。>,,,
,,,<例句：乃入见。问："何以战？">,,,
,,,<例句：余船以次俱进。>,,,
,,,<例句：是时以大中丞抚吴者为魏之私人……>,,,
,,2、起提宾作用，"把"。,<例句：秦亦不以城予赵，赵亦终不予秦璧。>,,,
,,3、表示动作、行为产生的原因，可译为"因""由于"。,<例句：且以一璧之故逆强秦之欢，不可。>,,,
,,,<例句：时操军兼以饥疫，死者大半。>,,,
,,4、引进动作、行为发生的时间和处所，用法同"于"。可译为"在""从"。,<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>,,,
,,,<例句：今以长沙豫章往，水道多绝，难行。>,,,
,,5、表示动作、行为的对象，用法同"与"，可译为"和""跟"，有时可译为"率领"。,<例句：天下有变，王割汉中以楚和。>,,,
,,,<例句：（公子）欲以客往赴秦军，与赵俱死。>,,,
,,6、，可译为''而""又""而且""并且"等，或者省去。,<例句：夫夷以近，则游者众……>,,,
,,7、表示承接关系，"以"前的动作行为，往往是后一动作行为的手段或方式。可译为"而"或省去。,<例句：余与四人拥火以入。>,,,
,,8、表示目的关系，"以"后的动作行为，往往是前一动作行为的目的或结果。可译为"而""来""用来""以致"等。,<例句：作《师说》以贻之。>,,,
,,,<例句：敛赀财以送其行。>,,,
,,,<例句：不宜妄自菲薄……以塞忠谏之路也。>,,,
,,9、表示因果关系，常用在表原因的分句前，可译为''因为"。,<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>,,,
,,,<例句：古人……以其求思之深而无不在也。>,,,
,,10、复音虚词"以是""是以"，相当于"因此"，引出事理发展或推断的结果。,<例句：以是人多以书假余，余因得遍观群书。>,,,
,,,<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>,,,
,,,<例句：是以十九年而刀刃若新发于硎。>,,,
子曰：“无忧者，其惟文王乎！以王季为父，以武【王】为子，父作之，子述之,王,1、<名>帝王；君主,<例句：先王之所以为法者，何也?>,1,,
,,2、<名>秦汉以后帝王称皇帝，“王”成为封爵最高一级,<例句：王侯将相，宁有种乎。>,,,
,,3、<动>朝见王,<例句：莫敢不来王。>,,,
,,4、<动>称王；统治天下,<例句：沛公欲王关中。>,,,
,,5、<名使动>封……为王；拥戴……为王,<例句：先破秦入咸阳者王之。>,,,
,,6、<名>帝王；君主,<例句：先王之所以为法者，何也?>,,,
,,7、<名>秦汉以后帝王称皇帝，“王”成为封爵最高一级,<例句：王侯将相，宁有种乎。>,,,
,,8、<动>朝见王,<例句：莫敢不来王。>,,,
,,9、<动>称王；统治天下,<例句：沛公欲王关中。>,,,
,,10、<名使动>封……为王；拥戴……为王,<例句：先破秦入咸阳者王之。>,,,
子曰：“无忧者，其惟文王乎！以王季为父，以武王【为】子，父作之，子述之,为,1、做。,<例句：谁为大王为此计者。>,11,,
,,,<例句：为之，则难者亦易矣；不为，则易者亦难矣。>,,,
,,2、成为。,<例句：吾令人望其气，皆为龙虎，成五采。>,,,
,,3、担任。,<例句：陈胜、吴广皆次当行，为屯长。>,,,
,,,<例句：公为都御史，与太监某守辽东。>,,,
,,4、是，算是。,<例句：如今人方为刀俎，我为鱼肉。>,,,
,,,<例句：中峨冠而多髯者为东坡。>,,,
,,,<例句：若止印三二本，未为简易。>,,,
,,5、通"谓"。可译为"说"。,<例句：孔子不能决也，两小儿笑曰：“孰为汝多知乎！”>,,,
,,6、表被动。,<例句：吾属今为之虏矣。>,,,
,,,<例句：身客死于秦，为天下笑。>,,,
,,,<例句：焦仲卿妻刘氏，为促卿母所遣。>,,,
,,7、给，替。,<例句：疱丁为文惠君解牛。>,,,
,,,<例句：旦日飨士卒，为击破沛公军！>,,,
,,,<例句：此人一一为具言所闻。（介词后面省略宾语"之"，"为之具言所闻"即给桃花园中的人详细地说出所听说的事情。>,,,
,,8、向，对。,<例句：如姬为公子泣。>,,,
,,,<例句：媪之送燕后也，持其踵为之泣。>,,,
,,9、因为。,<例句：百姓之不见保，为不用恩焉。>,,,
,,,<例句：盘庚不为怨者故改其度。>,,,
,,10、语气词：位于句尾，表疑问、感叹、反诘，可译为"呢"。,<例句：何故怀瑾握瑜，而自令见放为？>,,,
,,,<例句：何辞为？>,,,
,,11、介词：位于名词前，指某一事物通过某种目的成为另一种专有事物，可译为“作为”。,<例句：吕不韦乃以五百金与子楚，为进用，结宾客。>,,,
子曰：“无忧者，其惟文王乎！以王季为父，以武王为【子】，父作之，子述之,子,1、<名>婴儿,<例句：干、越。夷貉之子，生而同声，长而异俗。>,3,,
,,2、<名>孩子,<例句：率妻子邑人来此绝境。>,,,
,,3、<名>儿子或女儿,<例句：而长子迈将赴饶之德兴尉。>,,,
,,4、<名>对人的尊称,<例句：您>,,,
,,,<例句：子何恃而往？>,,,
,,5、<名>泛指人,<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>,,,
,,6、<名>特称孔子,<例句：子曰：‘岁寒，然后知松柏之后凋也。’>,,,
,,7、<名>地支的第一位,<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>,,,
,,8、通“仔”,<例句：仔细>,,,
,,,<例句：详缓看字，子细分明读之。>,,,
,,9、<名>婴儿,<例句：干、越。夷貉之子，生而同声，长而异俗。>,,,
,,10、<名>孩子,<例句：率妻子邑人来此绝境。>,,,
,,11、<名>儿子或女儿,<例句：而长子迈将赴饶之德兴尉。>,,,
,,12、<名>对人的尊称,<例句：您>,,,
,,,<例句：子何恃而往？>,,,
,,13、<名>泛指人,<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>,,,
,,14、<名>特称孔子,<例句：子曰：‘岁寒，然后知松柏之后凋也。’>,,,
,,15、<名>地支的第一位,<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>,,,
,,16、通“仔”,<例句：仔细>,,,
,,,<例句：详缓看字，子细分明读之。>,,,
,,17、<名>婴儿,<例句：干、越。夷貉之子，生而同声，长而异俗。>,,,
,,18、<名>孩子,<例句：率妻子邑人来此绝境。>,,,
,,19、<名>儿子或女儿,<例句：而长子迈将赴饶之德兴尉。>,,,
,,20、<名>对人的尊称,<例句：您>,,,
,,,<例句：子何恃而往？>,,,
,,21、<名>泛指人,<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>,,,
,,22、<名>特称孔子,<例句：子曰：‘岁寒，然后知松柏之后凋也。’>,,,
,,23、<名>地支的第一位,<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>,,,
,,24、通“仔”,<例句：仔细>,,,
,,,<例句：详缓看字，子细分明读之。>,,,
子曰：“无忧者，其惟文王乎！以王季为父，以武王为子，【父】作之，子述之,父,1、<名>父亲,<例句：父子妻子不相见。>,1,,
,,2、<名>对男性长辈的通称,<例句：楚左尹项伯者，项羽季父也。>,,,
,,,<例句：迨诸父异爨，内外多置小门。>,,,
,,3、<名>从事某种职业或劳动的男子,<例句：渔父见而问之。>,,,
,,4、<名>古代对男子的美称,<例句：昔尼父之在陈兮，有‘归与’之叹音。>,,,
,,,<例句：长乐王回深父，余弟安国平、安上纯父。>,,,
,,5、<名>父亲,<例句：父子妻子不相见。>,,,
,,6、<名>对男性长辈的通称,<例句：楚左尹项伯者，项羽季父也。>,,,
,,,<例句：迨诸父异爨，内外多置小门。>,,,
,,7、<名>从事某种职业或劳动的男子,<例句：渔父见而问之。>,,,
,,8、<名>古代对男子的美称,<例句：昔尼父之在陈兮，有‘归与’之叹音。>,,,
,,,<例句：长乐王回深父，余弟安国平、安上纯父。>,,,
子曰：“无忧者，其惟文王乎！以王季为父，以武王为子，父【作】之，子述之,作,1、<动>起来；起身,<例句：舍瑟而作。>,2,,
,,2、<动>兴起；出现,<例句：有圣人作，构木为巢以避群害。>,,,
,,3、<动>发动；发出；发生,<例句：一夫作难而七庙隳。>,,,
