,words,words_meaning,sentences
4829,口,器物的口,"['乃取一葫芦置于地，以钱覆其口。', '，乃取一葫芦置于地，以羯覆其口。，', '，乃取一葫芦置于地，以其实钱覆其口。，']"
4830,口,刀剑的刃,"['砍铜剁铁，刀口不卷。', '，砍炭剁铁，刀口不卷。，', '，砍铜剁终身，刀口不卷。，', '，砍越铜剁铁，刀口不卷。，', '，砍铜剁偃铁，刀口不卷。，']"
4831,控,控制；约束,"['控蛮荆而引瓯越。', '背负青天，而莫之夭阏者，而后乃今将图南。蜩与学鸠笑之曰：我决起而飞，抢榆枋而止，时则不至，而控于地而已矣，奚以之九万里而南为。适莽苍者，三餐而反，腹犹果然。', '，控蛮常荆而引瓯越。，', '，控浮云荆而引瓯越。，', '，控逾蛮荆而引瓯越。，', '，控蛮荆而引永瓯越。，']"
4832,控,开弓；拉弓,"['将军角弓不得控。', '，列国角弓不得控。，', '，将军角弓合家控。，', '，不惟将军角弓不得控。，']"
4833,控,勒马,"['策马步兰皋，_控息椒丘。', '，欧阳公步兰皋，_控息椒丘。，', '，策马步兰皋，_控西山。，', '，乎策马步兰皋，_控息椒丘。，', '，策马步兰皋，_控一息椒丘。，']"
4834,恐,恐惧；害怕,"['赵王恐，不敢不献。', '他日，驴一鸣，虎大骇，远遁。以为且噬己也，甚恐。然往来视之，觉无异能者。', '或谓惠子曰：庄子来，欲代子相。于是惠子恐，搜于国中三日三夜。庄子往见之，曰：南方有鸟，其名为鹓鶵，子知之乎。', '而两狼之并驱如故。屠大窘，恐前后受其敌。顾野有麦场，场主积薪其中，苫蔽成丘。']"
4835,恐,恐怕；担忧,"['欲予秦，秦城恐不可得。', '吾上恐负朝廷，下恐恐愧吾师。', '乙翁曰：向吾远游冀雍，然但未尝登泰山，君有意同行乎。甲翁曰：是山余亦未登，然老矣，恐力不胜。乙翁曰：差矣，汝之言。', '明日早，令人求故人故人来，方与之食。起之不食以俟者，恐其自食其言也。其为信若此，宜其能服三军欤。']"
4836,恐,恐吓；吓唬,"['李斯因说秦王，请先取韩以恐他国。', '，李斯因说秦王，请先取文帝以恐他国。，', '，李斯因说秦王，请先取韩以恐季垄。，', '，李斯因说秦王，请先取汝韩以恐他国。，', '，李斯因说秦王，请先取韩以恐固非他国。，']"
4837,孔,小洞；窟窿,"['万孔虫蚁萃。', '，万孔良士蚁萃。，', '，万孔亦然虫蚁萃。，', '，万孔虫罢蚁萃。，']"
4838,孔,很；甚,"['其新孔嘉，其旧如之何？', '齐桓下拜受胙夏，会于葵丘，寻盟，且修好，礼也。王使宰孔赐齐侯胙，曰：天子有事于文武，使孔赐伯舅胙。齐侯将下拜。', '齐桓下拜受胙夏,会于葵丘,寻盟，且修好，礼也。祭祀使宰孔赐齐侯胙，曰：天子有事于文武，使孔赐伯舅胙。齐侯将下拜。', '，其新孔嘉，其孙如之何？，']"
4839,空,天空；空中,"['阴风怒号，浊浪排空。', '青树翠蔓，蒙络摇缀，参差披拂。潭中鱼可百许头，皆若空游无所依。日光下澈，影布石上，佁然不动，俶尔远逝，往来翕忽。', '，阴风怒号，人丛排空。，', '，否阴风怒号，浊浪排空。，', '，阴风怒号，何故浊浪排空。，', '青树翠蔓,蒙络摇缀，参差披拂。潭中鱼可百许概，皆若空游无所依。日光下澈，影布石上，佁然不动,俶尔远逝,往来翕忽。', '青树翠蔓,蒙络摇缀，参差披拂。潭中鱼可百许头，皆若空游无所依。雨下澈，影布石上，佁然不动,俶尔远逝,往来翕忽。', '青树翠蔓,蒙络摇缀，参差披拂。潭中鱼可百许头，皆若空游无所依。木日光下澈，影布石上，佁然不动,俶尔远逝,往来翕忽。']"
4840,空,空隙；间隙,['我们村庄上种地种菜，那里有个坐着的空儿？']
4841,空,空洞；不实在,"['秦贪，负其强，以空言求璧。', '秦贪，负其强，以空言求小溪。，', '秦贪，负其强，以空言求喜璧。，']"
4842,空,徒然；白白地,"['孟尝高洁，空余报国之情。', '，孟尝鬻梅，空余报国之情。，', '，孟尝高洁，空余报国之虔情。，']"
4843,空,没有东西；空的,"['空中而多窍。', '岸芷汀兰，郁郁青青。而或长烟一空，皓月千里，浮光跃金，静影沉璧，渔歌互答，此乐何极。登斯楼也，则有心旷神怡，宠辱偕忘，把酒临风，其喜洋洋者矣。', '，空中而多故态。，', '，岸芷汀兰，郁郁青青。而或长酒钱一空，皓月千里，浮光跃金,静影沉璧,渔歌互答,此乐何极。登斯楼也,则有心旷神怡,宠辱偕忘,把酒临风,其喜洋洋者矣。', '，岸芷汀兰，郁郁青青。而或长烟一空，卜千里，浮光跃金,静影沉璧,渔歌互答,此乐何极。登斯楼也,则有心旷神怡,宠辱偕忘,把酒临风,其喜洋洋者矣。', '，岸芷汀兰，郁郁青青。而或长诚烟一空，皓月千里，浮光跃金,静影沉璧,渔歌互答,此乐何极。登斯楼也,则有心旷神怡,宠辱偕忘,把酒临风,其喜洋洋者矣。', '，岸芷汀兰，郁郁青青。而或长烟一空，免皓月千里，浮光跃金,静影沉璧,渔歌互答,此乐何极。登斯楼也,则有心旷神怡,宠辱偕忘,把酒临风,其喜洋洋者矣。']"
4844,空,贫穷；穷困,"['回也其庶乎，屡空。', '孟子二章生于忧患死于安乐舜发于畎亩之中，傅说举于版筑之间，胶鬲举于鱼盐之中，管夷吾举于士，孙叔敖举于海，百里奚举于市。故天将降大任于是人也，必先苦其心志，劳其筋骨，饿其体肤，空乏其身，行拂乱其所为，所以动心忍性，曾益其所不能。人恒过然后能改，困于心衡于虑而后作。', '生于忧患，死于安乐舜发于畎亩之中，傅说举于版筑之间，胶鬲举于鱼盐之中，管夷吾举于士，孙叔敖举于海，百里奚举于市。故天将降大任于是人也，必先苦其心志，劳其筋骨，饿其体肤，空乏其身，行拂乱其所为，所以动心忍性，曾益其所不能。人恒过，然后能改。', '生于忧患,死于安乐舜发于畎亩之中,傅说举于版筑之间,胶鬲举于鱼盐之中,管夷吾举于士,孙叔敖举于海,百里奚举于市。故天将降大任于是人也,必先苦其心志,劳其筋骨，饿其驽体肤，空乏其身，行拂乱其所为，所以动心忍性,曾益其所不能。人恒过,然后能改。', '生于忧患,死于安乐舜发于畎亩之中,傅说举于版筑之间,胶鬲举于鱼盐之中,管夷吾举于士,孙叔敖举于海,百里奚举于市。故天将降大任于是人也,必先苦其心志,劳其筋骨，饿其体不复肤，空乏其身，行拂乱其所为，所以动心忍性,曾益其所不能。人恒过,然后能改。', '，回也其肆然庶乎，屡空。，', '孟子二章生于忧患死于安乐舜发于畎亩之中,傅说举于版筑之间,胶鬲举于鱼盐之中,管夷吾举于士,孙叔敖举于海,百里奚举于市。故天将降大任于是人也,必先苦其心志,劳其筋骨，饿其体肤，空乏其身，感拂乱其所为，所以动心忍性,曾益其所不能。人恒过然后能改,困于心衡于虑而后作。', '生于忧患,死于安乐舜发于畎亩之中,傅说举于版筑之间,胶鬲举于鱼盐之中,管夷吾举于士,孙叔敖举于海,百里奚举于市。故天将降大任于是人也,必先苦其心志,劳其筋骨，饿其体肤，空乏其身，净行拂乱其所为，所以动心忍性,曾益其所不能。人恒过,然后能改。', '孟子二章生于忧患死于安乐舜发于畎亩之中,傅说举于版筑之间,胶鬲举于鱼盐之中,管夷吾举于士,孙叔敖举于海,百里奚举于市。故天将降大任于是人也,必先苦其心志,劳其筋骨，饿其体肤，空乏其身，岂若行拂乱其所为，所以动心忍性,曾益其所不能。人恒过然后能改,困于心衡于虑而后作。', '，回也其匹夫乎，屡空。，', '生于忧患,死于安乐舜发于畎亩之中,傅说举于版筑之间,胶鬲举于鱼盐之中,管夷吾举于士,孙叔敖举于海,百里奚举于市。故天将降大任于是人也,必先苦其心志,劳其筋骨，饿其体肤，空乏其身，习俗拂乱其所为，所以动心忍性,曾益其所不能。人恒过,然后能改。', '生于忧患,死于安乐舜发于畎亩之中,傅说举于版筑之间,胶鬲举于鱼盐之中,管夷吾举于士,孙叔敖举于海,百里奚举于市。故天将降大任于是人也,必先苦其心志,劳其筋骨，饿其体道人，空乏其身，行拂乱其所为，所以动心忍性,曾益其所不能。人恒过,然后能改。']"
4845,坑,坑害；陷害,['则被你坑杀人燕侣莺俦。']
4846,坑,土坑；地面凹下去的地方,"['先作小坑，圆深三寸。', '，祗作小坑，圆深三寸。，', '，先作小坑，沟深三寸。，', '，先作小坑，居然圆深三寸。，']"
4847,坑,活埋,"['坑儒士，起自诸生为妖言。', '，坑蕃，起自诸生为妖言。，', '，坑儒士，起自京职为妖言。，', '，坑坦然儒士，起自诸生为妖言。，', '，坑儒士，起自亲自诸生为妖言。，']"
4848,肯,许可；同意,"['太后不肯，大臣强谏。', '，犯科不肯，大臣强谏。，', '，太后不肯，宇宙强谏。，', '，狐太后不肯，大臣强谏。，', '，太后不肯，特以大臣强谏。，']"
4849,肯,愿；愿意,"['三岁贯汝，莫我肯顾。', '，三岁贯上都，莫我肯顾。，', '，三岁贯汝，郁然我肯顾。，', '，三岁贯善汝，莫我肯顾。，']"
4850,肯,能；能够,"['固当窥左足以效微劳，又肯讳之而不言哉？', '依乎天理，批大郤，导大窾，因其固然。技经肯綮之未尝，而况大軱乎。良庖岁更刀，割也。', '，固当窥左足以效微光景，又肯讳之而不言哉？，', '，固当窥左足以效微私劳，又肯讳之而不言哉？，', '依乎天理,批大郤，导大窾，因其固然。边境经肯綮之未尝，而况大軱乎。良庖岁更刀，割也。', '依乎天理,批大郤，导大窾，因其固然。幸技经肯綮之未尝，而况大軱乎。良庖岁更刀，割也。']"
4851,溘,忽然；突然,['宁溘死以流亡兮，余不忍为此态也。']
4852,课,督促完成指定的工作,"['宜严课农桑。', '苦节读书，二十已来，昼课赋，夜课书。', '苦节读书，二十已来，昼课乳母，夜课书。，', '，宜严课农远桑。，']"
4853,课,按一定的标准试验，考核,"['成器不课不用，不试不藏。', '，吾师不课不用，不试不藏。，', '，成器不课不用，错试不藏。，']"
4854,客,门客；食客,"['诸侯以公子贤，多客，不也加兵谋魏十余年。', '，诸侯以公子油，多客，不也加兵谋魏十余年。，', '，诸侯以公子贤，多客，不也加防谋魏十余年。，', '，诸侯以东公子贤，多客，不也加兵谋魏十余年。，', '，诸侯以公子贤，多客，不也加必兵谋魏十余年。，']"
4855,客,从事某种活动或具有某种身份的人,"['吴王好剑客，百姓多疮瘢。', '，伏王好剑客，百姓多疮瘢。，', '，吴古今好剑客，百姓多疮瘢。，', '，吴王好剑客，百姓六经疮瘢。，', '，吴王好剑客，百姓多疮草芥。，', '，往者吴王好剑客，百姓多疮瘢。，', '，吴王好剑客，端正百姓多疮瘢。，', '，吴王好剑客，百姓多只是疮瘢。，', '，吴王好剑客，百姓多疮及时瘢。，']"
4856,客,旅居在外的人,"['萍水相逢，尽是他乡之客。', '愿大王宽其罪，使得毕其辞。客有歌于郢中者，其始曰《下里》、《巴人》，国中属而和者数千人。其为《阳阿》、《薤露》，国中属而和者数百人。', '，萍水相逢，尽是长子之客。，', '，萍水相逢，尽是独他乡之客。，', '，愿大王宽其罪，使得毕其彩。客有歌于郢中者，其始曰《下里》、《巴人》，国中属而和者数千人。其为《阳阿》、《薤露》,国中属而和者数百人。', '，愿大王宽其罪，使得毕其辞。客有笛于郢中者，其始曰《下里》、《巴人》，国中属而和者数千人。其为《阳阿》、《薤露》,国中属而和者数百人。', '，愿大王宽其罪，使得毕其辞。客有歌于郢中侍者，其始曰《下里》、《巴人》，国中属而和者数千人。其为《阳阿》、《薤露》,国中属而和者数百人。', '，愿大王宽其罪，使得毕其辞。客有冥歌于郢中者，其始曰《下里》、《巴人》，国中属而和者数千人。其为《阳阿》、《薤露》,国中属而和者数百人。', '，愿大王宽其罪，使得毕其辞。客有歌于郢中东者，其始曰《下里》、《巴人》，国中属而和者数千人。其为《阳阿》、《薤露》,国中属而和者数百人。']"
4857,客,寄居他乡；旅居在外,"['念乡人有客于泾阳者，遂往告别。', '，念饰有客于泾阳者，遂往告别。，', '，念乡人有客于扬州者，遂往告别。，', '，念乡人有客于泾阳孙，遂往告别。，', '，念辄乡人有客于泾阳者，遂往告别。，', '，念乡人有客于未泾阳者，遂往告别。，', '，念乡人有客于泾阳漠然者，遂往告别。，']"
4858,客,朋友；友人,"['侯生下，其客朱亥。', '仆所以留者，待吾客与俱。', '从骑皆窃骂侯生。侯生视公子色终不变，乃谢客就车。至家，公子引侯生坐上坐，遍赞宾客，宾客皆惊。', '，辉下，其客朱亥。，', '，萧然侯生下，其客朱亥。，', '，侯生下，其客有时朱亥。，']"
4859,客,宾客；客人,"['旦日，客从外来。', '，旦中原，客从外来。，', '，旦日，客从根本来。，', '，旦岂若日，客从外来。，', '，旦日，客从伟外来。，']"
4860,刻,刊刻；雕刻,"['右刻‘山高月小，水落石出’。', '扬雄好为艰深之辞，以文浅易之说，若正言之，则人人知之矣。此正所谓雕虫篆刻者，其《太玄》、《法言》，皆是类也。而独悔于赋，何哉。', '，缥刻‘山高月小，水落石出’。，', '扬雄好为艰深之辞,以文浅易之说，若正言之，则人人知之矣。此正所谓雕虫篆刻不意，其《太玄》、《法言》，皆是类也。而独悔于赋,何哉。', '，右刻‘民生高月小，水落石出’。，', '扬雄好为艰深之辞,以文浅易之说，若正言之，则人人知之矣。此正所谓雕虫篆刻者，其《守》、《法言》，皆是类也。而独悔于赋,何哉。']"
